Estado_civil,Curso,Modalidad_asistencia,Nacionalidad,Cualificación_de_la_madre,Cualificación_del_padre,Desplazado,Necesidades_educativas_especiales,Deudor,Matrícula_al_día,Género,Titular_de_la_beca,Estudiante_internacional,Nota_primer_semestre,Nota_segundo_semestre,Tasa_de_desempleo,Rendimiento
Soltero/a,Enfermería Veterinaria,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,Si,No,No,Si,Femenino,No,No,14.16666667,13.77777778,12.4,Graduate
Soltero/a,Educación Básica,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Femenino,Si,No,12.8,13.4,9.4,Enrolled
Soltero/a,Servicio Social,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera de grado superior - Doctorado (3er ciclo),Si,No,No,Si,Femenino,No,No,13.0,13.66666667,12.4,Graduate
Soltero/a,Enfermería,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico superior profesional,Si,No,No,Si,Femenino,No,No,13.46714286,15.01111111,12.4,Graduate
Soltero/a,Enfermería,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Femenino,Si,No,13.2375,13.74285714,13.9,Dropout
Soltero/a,Diseño de Comunicación,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,Si,No,No,Si,Femenino,No,No,12.33333333,13.0,7.6,Graduate
Soltero/a,Gerencia ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Femenino,No,No,12.4,14.6,8.9,Graduate
Soltero/a,Enfermería,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Femenino,No,No,14.0,0.0,13.9,Dropout
Soltero/a,Servicio Social,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera técnico superior profesional,No,No,No,Si,Femenino,No,No,11.66666667,11.71428571,7.6,Graduate
Soltero/a,Gerencia de Publicidad y Mercadeo,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera de grado superior - Maestría (2º ciclo),No,No,Si,No,Femenino,Si,No,12.0,12.5,12.4,Dropout
Soltero/a,Gerencia de Publicidad y Mercadeo,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Femenino,No,No,12.2,11.5,7.6,Graduate
Soltero/a,Periodismo y Comunicación,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,Si,Si,Femenino,Si,No,14.83333333,14.83333333,8.9,Graduate
Soltero/a,Enfermería,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Femenino,Si,No,13.188,12.89285714,11.1,Enrolled
Soltero/a,Enfermería,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Femenino,No,No,17.125,17.5875,13.9,Graduate
Soltero/a,Enfermería,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,Si,No,No,Si,Femenino,No,No,12.66666667,12.66666667,7.6,Graduate
Soltero/a,Periodismo y Comunicación,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Femenino,Si,No,12.66666667,12.0,12.4,Graduate
Soltero/a,Gerencia ,Matutino,Portugués,Educación Superior - Grado,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,Si,No,Femenino,No,No,0.0,0.0,8.9,Enrolled
Soltero/a,Servicio Social,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Otro - 11º Año de Escolaridad,Si,No,No,Si,Femenino,Si,No,11.33333333,11.5,12.4,Graduate
Soltero/a,Enfermería,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Femenino,Si,No,13.605,12.33125,15.5,Graduate
Soltero/a,Educación Básica,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Femenino,Si,No,12.0,10.8,9.4,Graduate
Soltero/a,Turismo ,Matutino,Portugués,Otro - 11º Año de Escolaridad,Carrera técnico-profesional,Si,No,No,Si,Femenino,No,No,0.0,0.0,7.6,Dropout
Soltero/a,Turismo ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico superior profesional,Si,No,No,Si,Femenino,No,No,11.2,11.66666667,7.6,Dropout
Soltero/a,Gerencia ,Matutino,Portugués,Educación Superior - Grado,Carrera técnico-profesional,No,No,No,Si,Femenino,No,No,13.375,14.16666667,13.9,Graduate
Soltero/a,Enfermería,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico-profesional,No,No,No,Si,Femenino,Si,No,13.86333333,14.17857143,11.1,Graduate
Soltero/a,Diseño de Animación y Multimedia,Matutino,Portugués,Educación Superior - Grado,Carrera técnico superior profesional,Si,No,No,Si,Femenino,No,No,0.0,0.0,9.4,Enrolled
Soltero/a,Enfermería Veterinaria,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera de grado superior - Maestría (2º ciclo),No,No,No,Si,Femenino,No,No,12.4,13.4,7.6,Graduate
Soltero/a,Educación Básica,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Femenino,No,No,12.33333333,10.83333333,9.4,Enrolled
Soltero/a,Educación Básica,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,Si,No,No,Si,Femenino,No,No,13.33333333,11.8,7.6,Graduate
Soltero/a,Educación Básica,Matutino,Portugués,Educación Superior - Grado,Carrera técnico superior profesional,Si,No,No,Si,Femenino,No,No,12.66666667,10.0,9.4,Dropout
Soltero/a,Educación Básica,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera técnico superior profesional,No,No,No,Si,Femenino,No,No,12.0,11.5,7.6,Dropout
Soltero/a,Gerencia ,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),No,No,No,Si,Femenino,Si,No,10.6,11.8,12.4,Graduate
Soltero/a,Servicio Social,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico superior profesional,Si,No,No,Si,Femenino,Si,No,12.25,11.85714286,12.7,Graduate
Soltero/a,Servicio Social,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Femenino,No,No,11.0,11.83333333,9.4,Graduate
Soltero/a,Servicio Social (presencialidad vespertina),0,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico-profesional,No,No,No,Si,Femenino,Si,No,11.0,12.6,11.1,Graduate
Soltero/a,Gerencia de Publicidad y Mercadeo,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Femenino,No,No,13.16666667,13.0,10.8,Dropout
Soltero/a,Enfermería,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico superior profesional,Si,No,No,Si,Femenino,Si,No,12.85555556,12.76111111,15.5,Graduate
Soltero/a,Enfermería,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Femenino,No,No,14.91875,15.355,15.5,Graduate
Soltero/a,Educación Básica,Matutino,Portugués,Otro - 11º Año de Escolaridad,Otro - 11º Año de Escolaridad,Si,No,No,Si,Femenino,No,No,11.5,11.0,10.8,Dropout
Soltero/a,Gerencia de Publicidad y Mercadeo,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico-profesional,No,No,No,Si,Femenino,No,No,14.2,14.2,7.6,Graduate
Soltero/a,Periodismo y Comunicación,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico superior profesional,No,No,No,Si,Femenino,Si,No,12.5,13.0,15.5,Graduate
viudo/a,Agronomía,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico superior profesional,No,No,Si,Si,Femenino,No,No,0.0,0.0,8.9,Enrolled
Soltero/a,Servicio Social,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,No,No,No,Si,Femenino,No,No,11.66666667,11.0,13.9,Graduate
Soltero/a,Enfermería,Matutino,Portugués,Educación Superior - Licenciatura ,Educación Superior - Licenciatura ,No,No,No,Si,Femenino,No,No,14.25714286,14.25714286,12.7,Graduate
Soltero/a,Servicio Social,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Femenino,No,No,12.0,11.33333333,16.2,Dropout
Soltero/a,Enfermería Veterinaria,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico-profesional,Si,No,No,Si,Femenino,No,No,11.25,10.5,12.7,Enrolled
Soltero/a,Higiene Bucal,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,No,No,No,Si,Femenino,No,No,12.45714286,13.5625,15.5,Graduate
Soltero/a,Enfermería,Matutino,Portugués,Educación Superior - Licenciatura ,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Femenino,No,No,11.68333333,11.68333333,7.6,Graduate
Soltero/a,Servicio Social (presencialidad vespertina),0,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Educación Superior - Licenciatura ,No,No,No,Si,Femenino,No,No,11.66666667,12.0,9.4,Graduate
Soltero/a,Turismo ,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,Si,No,Si,No,Femenino,No,No,11.75,13.16666667,11.1,Dropout
Soltero/a,Gerencia de Publicidad y Mercadeo,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,Si,No,No,Si,Femenino,Si,No,11.66666667,13.5,7.6,Enrolled
Soltero/a,Educación Básica,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico-profesional,No,No,No,Si,Femenino,No,No,13.2,12.0,7.6,Graduate
Soltero/a,Enfermería,Matutino,Portugués,Desconocido,Carrera de especialización tecnológica,Si,No,No,Si,Femenino,No,No,11.95,11.95,7.6,Dropout
Soltero/a,Educación Básica,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico-profesional,Si,No,No,Si,Femenino,No,No,12.4,10.4,9.4,Dropout
Soltero/a,Enfermería,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Femenino,No,No,14.35,14.58333333,16.2,Dropout
Soltero/a,Educación Básica,Matutino,Portugués,Educación Superior - Grado,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Femenino,No,No,12.61904762,12.78947368,12.4,Graduate
Soltero/a,Gerencia (presencialidad vespertina),0,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico-profesional,No,No,No,Si,Femenino,Si,No,12.66666667,13.16666667,9.4,Enrolled
Soltero/a,Periodismo y Comunicación,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,No,No,Si,No,Femenino,No,No,12.0,0.0,11.1,Dropout
Soltero/a,Diseño de Comunicación,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico superior profesional,Si,No,No,No,Femenino,No,No,12.16666667,0.0,15.5,Dropout
Soltero/a,Turismo ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico-profesional,No,No,No,Si,Femenino,No,No,0.0,0.0,11.1,Dropout
Soltero/a,Gerencia ,Matutino,Portugués,Educación Superior - Grado,Educación Superior - Grado,Si,No,Si,No,Femenino,No,No,10.0,10.57142857,10.8,Dropout
Soltero/a,Servicio Social,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico superior profesional,No,No,Si,No,Femenino,No,No,11.5,10.0,9.4,Enrolled
Soltero/a,Enfermería,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Femenino,Si,No,13.05,13.05,7.6,Graduate
Soltero/a,Enfermería Veterinaria,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Femenino,No,No,11.0,0.0,8.9,Dropout
Soltero/a,Diseño de Comunicación,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Superior - Grado,Si,No,No,Si,Femenino,No,No,11.5,12.0,16.2,Graduate
Soltero/a,Turismo ,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera de grado superior - Maestría (2º ciclo),No,No,No,Si,Femenino,Si,No,12.0,12.5,13.9,Graduate
Soltero/a,Servicio Social (presencialidad vespertina),0,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico superior profesional,No,No,No,Si,Femenino,No,No,10.0,10.0,9.4,Enrolled
Soltero/a,Gerencia ,Matutino,Portugués,Otro - 11º Año de Escolaridad,Educación Superior - Grado,Si,No,No,Si,Femenino,No,No,0.0,0.0,7.6,Dropout
Soltero/a,Educación Básica,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Femenino,No,No,0.0,0.0,12.4,Dropout
Soltero/a,Enfermería,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Femenino,No,No,12.24285714,12.24285714,12.7,Graduate
Soltero/a,Gerencia (presencialidad vespertina),0,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Femenino,No,No,0.0,0.0,8.9,Dropout
Soltero/a,Enfermería,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,Si,No,No,Si,Femenino,No,No,12.93375,12.93375,9.4,Graduate
Soltero/a,Ingeniería Informática ,Matutino,Portugués,Educación Superior - Grado,Educación Superior - Licenciatura ,No,No,No,Si,Femenino,No,No,0.0,0.0,13.9,Dropout
Soltero/a,Educación Básica,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,No,No,No,Si,Femenino,No,No,12.57142857,14.42857143,11.1,Graduate
Soltero/a,Enfermería,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Superior - Grado,No,No,No,Si,Femenino,No,No,11.81666667,11.33333333,11.1,Enrolled
Soltero/a,Enfermería Veterinaria,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Femenino,No,No,13.75,14.33333333,10.8,Graduate
Soltero/a,Servicio Social,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Femenino,No,No,11.16666667,11.33333333,7.6,Graduate
Soltero/a,Enfermería,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Femenino,No,No,12.32428571,12.32428571,10.8,Graduate
Soltero/a,Servicio Social,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),No,No,Si,Si,Femenino,No,No,12.16666667,11.71428571,13.9,Graduate
Soltero/a,Servicio Social,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico superior profesional,No,No,No,Si,Femenino,Si,No,11.14285714,11.25,16.2,Graduate
Soltero/a,Servicio Social,Matutino,Portugués,Desconocido,Carrera de especialización tecnológica,Si,No,No,Si,Femenino,No,No,11.0,10.75,7.6,Graduate
Soltero/a,Enfermería,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Femenino,No,No,12.91428571,12.91428571,12.7,Graduate
Soltero/a,Periodismo y Comunicación,Matutino,Portugués,Educación Superior - Grado,Carrera técnico-profesional,Si,No,No,Si,Femenino,Si,No,13.83333333,14.16666667,16.2,Graduate
Soltero/a,Enfermería Veterinaria,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Femenino,No,No,13.85714286,13.4,13.9,Graduate
Soltero/a,Turismo ,Matutino,Portugués,Educación Superior - Grado,Carrera técnico-profesional,No,No,No,Si,Femenino,Si,No,13.71428571,12.8,16.2,Dropout
Soltero/a,Enfermería,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Femenino,Si,No,12.64285714,12.64285714,12.7,Graduate
Soltero/a,Enfermería,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,No,No,No,Si,Femenino,Si,No,12.91666667,12.91666667,7.6,Graduate
Soltero/a,Equinocultura,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Superior - Grado,Si,No,No,Si,Femenino,Si,No,15.625,15.85714286,13.9,Graduate
Soltero/a,Gerencia (presencialidad vespertina),0,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,No,No,No,Si,Femenino,Si,No,0.0,0.0,16.2,Dropout
Soltero/a,Periodismo y Comunicación,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Femenino,No,No,11.71428571,12.0,7.6,Graduate
Soltero/a,Higiene Bucal,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Femenino,No,No,12.125,13.3125,15.5,Enrolled
Soltero/a,Gerencia ,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Educación Superior - Grado,Si,No,No,Si,Femenino,Si,No,11.6,11.6,12.4,Graduate
Soltero/a,Servicio Social (presencialidad vespertina),0,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico superior profesional,Si,No,No,Si,Femenino,No,No,10.0,0.0,9.4,Dropout
Soltero/a,Servicio Social (presencialidad vespertina),0,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico-profesional,No,No,No,Si,Femenino,Si,No,10.0,0.0,8.9,Dropout
Soltero/a,Enfermería Veterinaria,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico superior profesional,No,No,No,Si,Femenino,No,No,0.0,13.5,7.6,Dropout
Soltero/a,Gerencia ,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),No,No,No,Si,Femenino,Si,No,13.0,12.33333333,9.4,Graduate
Casado/a,Educación Básica,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,No,Si,No,Si,Femenino,Si,No,13.33333333,14.5,10.8,Graduate
Soltero/a,Turismo ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Femenino,No,No,11.25,12.5,9.4,Dropout
